Tanggal,qty,Jumlah
2018-12-26,6093,31378950
2018-12-27,6616,34072400
2018-12-28,4875,25106250
2018-12-29,6691,34458650
2018-12-30,4354,22423100
2019-01-01,10106,52045900
2019-01-02,10527,54214050
2019-01-03,10931,56294650
2019-01-04,11496,59204400
2019-01-05,11271,58045650
2019-01-06,10739,55305850
2019-01-07,10592,53858700
2019-01-08,12197,62814550
2019-01-09,11187,57613050
2019-01-10,11953,61557950
2019-01-11,11954,61563100
2019-01-12,12179,62721850
2019-01-13,11278,58081700
2019-01-14,11184,57597600
2019-01-15,10611,54646650
2019-01-16,11624,59863600
2019-01-17,12613,64956950
2019-01-18,10882,56032000
2019-01-19,11017,56737550
2019-01-20,12048,62047200
2019-01-21,10935,56315250
2019-01-22,10923,56253450
2019-01-23,10837,55810550
2019-01-24,10412,53621800
2019-01-25,8765,27248650
2019-01-26,11607,59776050
2019-01-27,10349,53297350
2019-01-28,10852,55887800
2019-01-29,11555,59508250
2019-01-30,9224,47503600
2019-01-31,12948,66682200
2019-02-01,10571,54440650
2019-02-02,10539,54275800
2019-02-03,10462,53879300
2019-02-04,12810,65971500
2019-02-05,9868,50820200
2019-02-06,12040,62006000
2019-02-07,12215,62907250
2019-02-08,11281,58097150
2019-02-09,12774,65786100
2019-02-10,12050,62057500
2019-02-11,12836,66105400
2019-02-12,11888,61223200
2019-02-13,12017,61887550
2019-02-14,11590,59688500
2019-02-15,11844,60996600
2019-02-16,10361,53359150
2019-02-17,10723,55223450
2019-02-18,9514,48997100
2019-02-19,6090,31363500
2019-02-20,4118,21207700
2019-02-21,5587,28773050
2019-02-22,3641,18751150
2019-02-23,4336,22330400
2019-02-26,10193,52493950
2019-02-27,9133,47034950
2019-02-28,10948,56382200
2019-03-01,7994,41169100
2019-03-02,10745,55336750
2019-03-03,8761,45119150
2019-03-04,8158,42013700
2019-03-05,8055,41483250
2019-03-06,8963,46159450
2019-03-07,9864,50799600
2019-03-08,9363,48219450
2019-03-09,9588,49362750
2019-03-10,9233,47549950
2019-03-11,9802,50480300
2019-03-12,9725,50083750
2019-03-13,10497,54059550
2019-03-14,8266,42569900
2019-03-15,10032,51613300
2019-03-16,8542,43991300
2019-03-17,10494,53529100
2019-03-18,9155,47148250
2019-03-19,9702,49965300
2019-03-20,8307,42781050
2019-03-21,6298,32434700
2019-03-22,7353,37867950
2019-03-23,8024,41323600
2019-03-24,7838,40365700
2019-03-25,8045,41586250
2019-03-26,8979,46238850
2019-03-27,7074,36431100
2019-03-28,7849,40422350
2019-03-29,7656,39428400
2019-03-30,3162,16284300
2019-03-31,5615,28917250
2019-04-01,6920,35638000
2019-04-02,7276,37471400
2019-04-03,5440,28016000
2019-04-04,6499,33469850
2019-04-05,7124,36688600
2019-04-06,7076,36441400
2019-04-07,7054,36328100
2019-04-08,8642,44506300
2019-04-09,6884,35452600
2019-04-10,8714,44876600
2019-04-11,5069,26105350
2019-04-12,6656,34278400
2019-04-13,8637,44480550
2019-04-14,7970,41045500
2019-04-15,8607,44327050
2019-04-16,8932,45999800
2019-04-17,7924,40808600
2019-04-18,6135,31595250
2019-04-19,7182,36987300
2019-04-20,7922,40798300
2019-04-21,6575,33861250
2019-04-22,8831,45479650
2019-04-23,7859,40473850
2019-04-24,6493,33438950
2019-04-25,4911,25291650
2019-04-26,5342,27511300
2019-04-27,5920,30488000
2019-04-28,7000,36050000
2019-04-29,5370,27655500
2019-04-30,6510,33526500
2019-05-01,3886,20012900
2019-05-02,4215,21707250
2019-05-03,5539,28525850
2019-05-04,4160,21424000
2019-05-05,5354,27573100
2019-05-06,4402,22670300
2019-05-07,6559,33778850
2019-05-08,4904,25255600
2019-05-09,5219,26877850
2019-05-10,4035,20780250
2019-05-11,5123,26383450
2019-05-12,5454,28088100
2019-05-13,4521,23283150
2019-05-14,5877,30266550
2019-05-15,5570,28685500
2019-05-16,4846,24956900
2019-05-17,4090,21063500
2019-05-18,4655,23973200
2019-05-19,4005,20625750
2019-05-20,6725,34633750
2019-05-21,4477,23056550
2019-05-22,5415,27887250
2019-05-23,6217,32017550
2019-05-24,4369,17350350
2019-05-25,4117,21202550
2019-05-26,6944,35761600
2019-05-27,5176,26656400
2019-05-28,6332,32609800
2019-05-29,5056,26038400
2019-05-30,5009,25796350
2019-05-31,4683,24117450
2019-06-01,4910,25286500
2019-06-02,4687,24138050
2019-06-03,4710,24257300
2019-06-04,4713,24271950
2019-06-05,5175,26651250
2019-06-06,4824,24843600
2019-06-07,4009,20646350
2019-06-08,4530,23329500
2019-06-09,4070,20960500
2019-06-10,4932,25399800
2019-06-11,4655,23974050
2019-06-12,4957,25528550
2019-06-13,4088,21053200
2019-06-14,5979,30791850
2019-06-15,4120,21218000
2019-06-16,3794,19539100
2019-06-17,4565,23509750
2019-06-18,4603,18555450
2019-06-19,6369,32800350
2019-06-20,4015,20677250
2019-06-21,4325,22273750
2019-06-22,4778,24606700
2019-06-23,4481,23077150
2019-06-24,5286,27222850
2019-06-25,4972,25605800
2019-06-26,4163,21439450
2019-06-27,4598,23679700
2019-06-28,4340,22351000
2019-06-29,3857,19863550
2019-06-30,5167,26610050
2019-07-01,4839,24920850
2019-07-02,5221,26888150
2019-07-03,6095,31389250
2019-07-04,5650,29097500
2019-07-05,4893,25198950
2019-07-06,4591,23643650
2019-07-07,4442,22876300
2019-07-08,5867,30112050
2019-07-09,4921,25343150
2019-07-10,5151,26527650
2019-07-11,8370,43105500
2019-07-12,4898,25224700
2019-07-13,2070,10660500
2019-07-14,4827,24859050
2019-07-15,2509,12921350
2019-07-16,8653,44562950
2019-07-17,7681,39557150
2019-07-18,6030,31054500
2019-07-19,6679,34396850
2019-07-20,5799,29864850
2019-07-21,4381,22562150
2019-07-22,6476,33351400
2019-07-23,9703,49970450
2019-07-24,5376,27686400
2019-07-25,8542,44011900
2019-07-26,7366,37934900
2019-07-27,8568,44125200
2019-07-28,6260,32239000
2019-07-29,6929,35684350
2019-07-30,8087,41648050
2019-07-31,8481,43677150
2019-08-01,8510,43826500
2019-08-02,3790,19517500
2019-08-03,8438,43455650
2019-08-04,5712,29416800
2019-08-05,8071,41565650
2019-08-06,6685,34427750
2019-08-07,9842,50686300
2019-08-08,9022,46463300
2019-08-09,8724,44928600
2019-08-10,7316,37677400
2019-08-11,2587,13323050
2019-08-12,6898,35524700
2019-08-13,6838,35215700
2019-08-14,7122,36678300
2019-08-15,6348,32692200
2019-08-16,5686,29282900
2019-08-17,4150,21372500
2019-08-18,2951,15197650
2019-08-19,7005,36075750
2019-08-20,7027,36189050
2019-08-21,6704,34525600
2019-08-22,8357,43038550
2019-08-23,8438,43455700
2019-08-24,6268,32280200
2019-08-25,3275,16866250
2019-08-26,8536,43960400
2019-08-27,7004,36070600
2019-08-28,6945,35766750
2019-08-29,8915,45912250
2019-08-30,8510,43826500
2019-08-31,6691,34458650
2019-09-01,6729,34654350
2019-09-02,8889,45778350
2019-09-03,10665,54924750
2019-09-04,7517,38712550
2019-09-05,9447,48652400
2019-09-06,6735,37342650
2019-09-07,6343,32666450
2019-09-08,6439,33160850
2019-09-09,7156,36853400
2019-09-10,9292,47853800
2019-09-11,7617,39227556
2019-09-12,6465,33294750
2019-09-13,7132,36729800
2019-09-14,5905,30410750
2019-09-15,5723,29473450
2019-09-16,5230,26934500
2019-09-17,4983,38119950
2019-09-18,4550,23432500
2019-09-19,4030,20754500
2019-09-20,5201,26785150
2019-09-21,6081,31317150
2019-09-22,5250,27037500
2019-09-23,4858,25018700
2019-09-24,4847,24962050
2019-09-25,4183,21542450
2019-09-26,4188,21568200
2019-09-27,5618,18632700
2019-09-28,7936,40871050
2019-09-29,6378,32846700
2019-09-30,6766,34844900
2019-10-01,8059,41503850
2019-10-02,8069,41555350
2019-10-03,7150,36822500
2019-10-04,7103,36580450
2019-10-05,6695,34479250
2019-10-06,5444,28036600
2019-10-07,7911,40741650
2019-10-08,7820,40273000
2019-10-09,8028,41344200
2019-10-10,7094,36534100
2019-10-11,8579,44181850
2019-10-12,6742,34721300
2019-10-13,6723,34623450
2019-10-14,6182,31867330
2019-10-15,8424,43383600
2019-10-16,9433,48579950
2019-10-17,7723,39773450
2019-10-18,7027,36189050
2019-10-19,7093,36528950
2019-10-20,8438,43455700
2019-10-21,2725,14033750
2019-10-22,4786,24647900
2019-10-23,8445,43491750
2019-10-24,9170,47225500
2019-10-25,2434,12535100
2019-10-26,5875,30256850
2019-10-27,5925,30513700
2019-10-28,7716,39737400
2019-10-29,6002,30910300
2019-10-30,6990,35998500
2019-10-31,6841,35231150
2019-11-01,6537,33665550
2019-11-02,3125,19366250
2019-11-03,4494,23144100
2019-11-04,8732,44969800
2019-11-05,7188,37018200
2019-11-06,8362,43064300
2019-11-07,8172,42085808
2019-11-08,7649,39392350
2019-11-09,5904,30405600
2019-11-10,5761,29669150
2019-11-11,10814,55692100
2019-11-12,5370,27655500
2019-11-13,10805,55645750
2019-11-14,8021,41308150
2019-11-15,9738,50150700
2019-11-17,14077,72496550
2019-11-18,2138,11010700
2019-11-19,14557,74968550
2019-11-20,13498,69514700
2019-11-21,7353,37867950
2019-11-22,14659,75493850
2019-11-23,9749,50207350
2019-11-24,7978,41086700
2019-11-25,11974,61666100
2019-11-26,12456,64148700
2019-11-27,12367,63690050
2019-11-28,11085,57087350
2019-11-29,10492,54033800
2019-11-30,9628,49583200
2019-12-01,9531,49084650
2019-12-02,11874,61153100
2019-12-03,11128,57309200
2019-12-04,12599,64884850
2019-12-05,10551,54337650
2019-12-06,12786,65847900
2019-12-07,9739,50155850
2019-12-08,10419,53657850
2019-12-09,11662,60054300
2019-12-10,11440,58916000
2019-12-11,6064,31229600
2019-12-12,11335,58375250
2019-12-13,12323,63463450
2019-12-14,11621,59848150
2019-12-15,9939,51185850
2019-12-16,11939,61485850
2019-12-17,8824,45443600
2019-12-18,8924,45958600
2019-12-19,8693,44768950
2019-12-20,11339,58395850
2019-12-21,8138,41910700
2019-12-22,9615,49517250
2019-12-23,9396,48389400
2019-12-24,9088,46803200
2019-12-25,8376,43136400
2019-12-26,9442,48626300
2019-12-27,8715,44882250
2019-12-28,9413,48476950
2019-12-29,8936,46020400
2019-12-30,8887,45768050
2019-12-31,8746,45041900
2020-01-01,8499,43718350
2020-01-02,8778,45206700
2020-01-03,8770,45165500
2020-01-04,9554,49203100
2020-01-05,8580,44187000
2020-01-06,10218,52622700
2020-01-07,10745,55336250
2020-01-08,10706,55135900
2020-01-09,7988,41138200
2020-01-10,10565,54409750
2020-01-11,10235,52710250
2020-01-12,8718,44897700
2020-01-13,11844,60996600
2020-01-14,8894,45804100
2020-01-15,9794,50439100
2020-01-16,9249,47632300
2020-01-17,3133,16134950
2020-01-18,8647,44532050
2020-01-19,9019,46447850
2020-01-20,9994,51461100
2020-01-21,9837,50661550
2020-01-22,9277,47776550
2020-01-23,8426,43393900
2020-01-24,8882,45742300
2020-01-25,8595,44264250
2020-01-26,8825,45448750
2020-01-27,9450,48667500
2020-01-28,9759,50258850
2020-01-29,8097,41699550
2020-01-30,9360,48204000
2020-01-31,4616,23772400
2020-02-01,9371,48260650
2020-02-02,9563,49249450
2020-02-03,9295,47869250
2020-02-04,9166,47204900
2020-02-05,9691,49908650
2020-02-06,8845,45551750
2020-02-07,9201,47385150
2020-02-08,9835,50650250
2020-02-09,8830,45474500
2020-02-10,9692,49913800
2020-02-11,9727,50094050
2020-02-12,9576,49316400
2020-02-13,10330,53199500
2020-02-14,9713,50021950
2020-02-15,7884,40602600
2020-02-16,9190,47982550
2020-02-17,9633,49609950
2020-02-18,9552,49192800
2020-02-19,9156,47145400
2020-02-20,9712,50016800
2020-02-21,9828,50614200
2020-02-22,9044,46576600
2020-02-23,9286,47822900
2020-02-24,9526,49058900
2020-02-25,8977,46231550
2020-02-26,9601,49445150
2020-02-27,9291,47838350
2020-02-28,9427,48549050
2020-02-29,9316,47977400
2020-03-01,9724,50078600
2020-03-02,9643,49445150
2020-03-03,5930,30539500
2020-03-04,3842,19886300
2020-03-05,3449,17762350
2020-03-06,4138,21310700
2020-03-07,2944,15161600
2020-03-08,2688,13843200
2020-03-09,4433,22829950
2020-03-10,6148,31662200
2020-03-11,6172,36461900
2020-03-12,4625,23818750
2020-03-13,5483,28237450
2020-03-14,4568,23525200
2020-03-15,5017,25837550
2020-03-16,6439,33160850
2020-03-17,6534,33650100
2020-03-18,6305,32471900
2020-03-19,5109,26311350
2020-03-20,4433,22829950
2020-03-21,5529,28474350
2020-03-22,3951,20347650
2020-03-23,5870,30230500
2020-03-24,5158,26563700
2020-03-25,3295,16969250
2020-03-26,4582,23597300
2020-03-27,5129,26414350
2020-03-28,3372,17365800
2020-03-29,2054,10578100
2020-03-30,4198,21619700
2020-03-31,3676,18931400
2020-04-01,4312,22206800
2020-04-02,2448,12607200
2020-04-03,3754,19333100
2020-04-04,2153,11087950
2020-04-05,1777,9151550
2020-04-06,2732,14069800
2020-04-07,2870,14780500
2020-04-08,2485,12797750
2020-04-09,2868,14770200
2020-04-10,2479,12766850
2020-04-11,1756,9043400
2020-04-12,1914,9857100
2020-04-13,3189,16423350
2020-04-14,1510,7776500
2020-04-15,2642,13606300
2020-04-16,2709,13951350
2020-04-17,1675,8626250
2020-04-18,1362,7014900
2020-04-19,1519,7822850
2020-04-20,2039,10500850
2020-04-21,2255,11613250
2020-04-22,2364,12174600
2020-04-23,1454,7488100
2020-04-24,1236,6365400
2020-04-25,1528,7869200
2020-04-26,1099,5659850
2020-04-27,2403,12375450
2020-04-28,1747,8997050
2020-04-29,1704,8775600
2020-04-30,1930,9939500
2020-05-01,2007,10336050
2020-05-02,2040,10506000
2020-05-03,2238,11525700
2020-05-04,2352,12112800
2020-05-05,1812,9331800
2020-05-06,2416,12442400
2020-05-07,1545,7956750
2020-05-08,2661,13704150
2020-05-09,2494,12844100
2020-05-10,1657,8533550
2020-05-11,2898,14924700
2020-05-12,2198,11319700
2020-05-13,1984,10219600
2020-05-14,1739,8955850
2020-05-15,2166,11154900
2020-05-16,2021,10408150
2020-05-17,1574,8106100
2020-05-18,3396,17489400
2020-05-19,1446,7446900
2020-05-20,1675,8626250
2020-05-21,1775,9141250
2020-05-22,1532,7889800
2020-05-23,1083,5577450
2020-05-24,597,3074550
2020-05-25,963,4959450
2020-05-26,1362,7014300
2020-05-27,1588,8178200
2020-05-28,2297,11829550
2020-05-29,3150,16222500
2020-05-30,2496,12854400
2020-05-31,1854,9548100
2020-06-01,3488,17963200
2020-06-02,3218,16572700
2020-06-03,3160,16274000
2020-06-04,2892,14893800
2020-06-05,3110,16016500
2020-06-06,2154,11093100
2020-06-07,3094,15934100
2020-06-08,3455,17793250
2020-06-09,3157,16258550
2020-06-10,4318,22237700
2020-06-11,3552,18292800
2020-06-12,2074,10681100
2020-06-13,1896,9764400
2020-06-14,2743,14126450
2020-06-15,5325,27423750
2020-06-16,3342,17520300
2020-06-17,2242,11546300
2020-06-18,4566,23514900
2020-06-19,2650,13647500
2020-06-20,2529,13024350
2020-06-21,1816,9352400
2020-06-22,4605,23715750
2020-06-23,2760,14214000
2020-06-24,3345,17219750
2020-06-25,3153,16237950
2020-06-26,4998,25739700
2020-06-27,2912,14996800
2020-06-28,2345,12076750
2020-06-29,5736,29540400
2020-06-30,3264,16809600
2020-07-01,3609,18586350
2020-07-02,3583,18452450
2020-07-03,4286,22072900
2020-07-04,1846,9506900
2020-07-05,2311,11901650
2020-07-06,4511,23226500
2020-07-07,4406,22690900
2020-07-08,3269,16835350
2020-07-09,3232,16644800
2020-07-10,2998,15439700
2020-07-11,2239,11530850
2020-07-12,2765,14239750
2020-07-13,1518,7817700
2020-07-14,3155,16248250
2020-07-15,3107,16001050
2020-07-16,2604,13410600
2020-07-17,2986,15377900
2020-07-18,2577,13271550
2020-07-19,2110,10866500
2020-07-20,4013,20666950
2020-07-21,4178,21516700
2020-07-22,4288,22083200
2020-07-23,3338,17190750
2020-07-24,4414,22732100
2020-07-25,2783,14332450
2020-07-26,3344,17221600
2020-07-27,4247,21872050
2020-07-28,3560,18334000
2020-07-29,5475,28197200
2020-07-30,2902,14945300
2020-07-31,598,3079700
2020-08-01,1989,10243350
2020-08-02,1720,8858000
2020-08-03,4612,23751800
2020-08-04,2717,13992550
2020-08-05,4496,23154400
2020-08-06,3151,16227650
2020-08-07,3349,17247000
2020-08-08,3103,15980450
2020-08-09,2820,13791700
2020-08-10,3653,18812950
2020-08-11,3685,18977750
2020-08-12,3895,20059250
2020-08-13,3573,18400950
2020-08-14,3891,20038650
2020-08-15,3036,15635400
2020-08-16,2017,10387550
2020-08-17,3032,15614800
2020-08-18,4275,22016250
2020-08-19,4060,20909000
2020-08-20,4273,22005950
2020-08-21,3640,18746000
2020-08-22,2711,13961650
2020-08-23,2612,13452150
2020-08-24,3941,20296150
2020-08-25,4412,22721800
2020-08-26,4708,24246200
2020-08-27,4380,22557000
2020-08-28,4751,24467650
2020-08-29,3557,18318550
2020-08-30,3654,18818100
2020-08-31,5227,26919050
2020-09-01,4335,22325250
2020-09-02,5053,26022950
2020-09-03,4907,25271050
2020-09-04,4107,21151050
2020-09-05,2633,13559950
2020-09-06,4376,22536400
2020-09-07,4529,23324350
2020-09-08,4766,24544900
2020-09-09,5299,27289850
2020-09-10,4335,22325250
2020-09-11,5086,26192900
2020-09-12,4171,21480650
2020-09-13,3357,17288550
2020-09-14,3878,19971700
2020-09-15,4163,21439450
2020-09-16,3774,19436100
2020-09-17,2508,12916200
2020-09-18,3330,17149500
2020-09-19,2374,12226100
2020-09-20,2971,15300650
2020-09-21,1871,9635650
2020-09-22,1517,7812550
2020-09-23,2475,12746250
2020-09-24,747,3847050
2020-09-25,2571,13240650
2020-09-26,2358,12143700
2020-09-27,1638,8435700
2020-09-28,3078,15851700
2020-09-29,2324,11968600
2020-09-30,3166,16304906
2020-10-01,3661,18854150
2020-10-02,2949,15187350
2020-10-03,2250,11587000
2020-10-04,2823,14538450
2020-10-05,3600,18540000
2020-10-06,2911,14991650
2020-10-07,2770,14265500
2020-10-08,2099,10809850
2020-10-09,2327,11991050
2020-10-10,2189,11273350
2020-10-11,1677,8636550
2020-10-12,2586,13317900
2020-10-13,2139,11015850
2020-10-14,3543,18246450
2020-10-15,2881,14837150
2020-10-16,2096,10794400
2020-10-17,2180,11227000
2020-10-18,2767,14250300
2020-10-19,3026,15583900
2020-10-20,2691,13858650
2020-10-21,2601,13395150
2020-10-22,2514,12947100
2020-10-23,3196,16459400
2020-10-24,2533,13044950
2020-10-25,2508,12916200
2020-10-26,3352,17262800
2020-10-27,3118,16057700
2020-10-28,3164,16294600
2020-10-29,3580,18437000
2020-10-30,3604,18560600
2020-10-31,2529,13024350
2020-11-01,2602,13400300
2020-11-02,2827,14559050
2020-11-03,3269,16835350
2020-11-04,4760,24514000
2020-11-05,2441,12571150
2020-11-06,3128,16109200
2020-11-07,3554,18303100
2020-11-08,1639,8440850
2020-11-09,4170,22245500
2020-11-10,3254,16758100
2020-11-11,3431,17659350
2020-11-12,1254,6458100
2020-11-13,2725,14033750
2020-11-14,2801,14425150
2020-11-15,3590,18457600
2020-11-16,2668,13676200
2020-11-17,2009,10346350
2020-11-18,2321,11953150
2020-11-19,3249,16732350
2020-11-20,3316,17077400
2020-11-21,792,4078800
2020-11-22,1770,9115500
2020-11-23,3413,17576950
2020-11-24,3850,19827500
2020-11-25,3211,16536650
2020-11-26,2490,12823500
2020-11-27,2395,12334250
2020-11-28,2829,14569350
2020-11-29,2444,12586600
2020-11-30,3504,18045600
2020-12-01,3335,17175250
2020-12-02,4530,23329500
2020-12-03,3471,17875650
2020-12-04,2616,13472400
2020-12-05,2497,12859550
2020-12-06,1696,8734400
2020-12-07,3351,17257650
2020-12-08,3041,15661150
2020-12-09,4304,22165600
2020-12-10,2701,13910150
2020-12-11,3944,20311600
2020-12-12,2923,15053450
2020-12-13,3320,17098006
2020-12-14,4458,20656650
2020-12-15,3074,15831100
2020-12-16,2811,14476650
2020-12-17,3169,16320350
2020-12-18,3940,20291000
2020-12-19,2414,12432495
2020-12-20,2887,14868050
2020-12-21,3987,20533050
2020-12-22,2588,13328200
2020-12-23,4154,21394100
2020-12-24,3469,17865350
2020-12-25,2973,15310950
2020-12-26,2271,11695650
2020-12-27,2736,14090400
2020-12-28,3976,20476400
2020-12-29,3151,16227650
2020-12-30,2692,13863800
2020-12-31,1536,7910400
2021-01-01,1868,9620200
2021-01-02,2183,11242450
2021-01-03,2111,10871550
2021-01-04,1790,9218500
2021-01-05,3523,18143450
2021-01-06,4818,24812700
2021-01-07,3532,18189800
2021-01-08,3122,16078300
2021-01-09,1613,8306950
2021-01-10,907,4671050
2021-01-11,3342,17211300
2021-01-12,2623,13508450
2021-01-13,3232,16644800
2021-01-14,2891,14888650
2021-01-15,2482,12782300
2021-01-16,3862,19884150
2021-01-17,3025,15578750
2021-01-18,3497,18009550
2021-01-19,4068,20950200
2021-01-20,4871,25085650
2021-01-21,4303,22160450
2021-01-22,2930,15089508
2021-01-23,3033,15619950
2021-01-24,2387,12293050
2021-01-25,4073,20975950
2021-01-26,3986,20527900
2021-01-27,3613,18606950
2021-01-28,3541,18236150
2021-01-29,2926,15068900
2021-01-30,3492,17983800
2021-01-31,3078,15851700
2021-02-01,4412,22721800
2021-02-02,4074,20981100
2021-02-03,2940,15141000
2021-02-04,3870,19930500
2021-02-05,3469,17865350
2021-02-06,3379,17401850
2021-02-07,2637,13580550
2021-02-08,4937,25425550
2021-02-09,3383,17422450
2021-02-10,3817,19657550
2021-02-11,5180,26677000
2021-02-12,2334,12020100
2021-02-13,1886,9712900
2021-02-14,2313,11911950
2021-02-15,3884,20002600
2021-02-16,2844,14646600
2021-02-17,4612,23751800
2021-02-18,3195,16454250
2021-02-19,3560,18334000
2021-02-20,2118,10907700
2021-02-21,3177,16361550
2021-02-22,5723,29473450
2021-02-23,3759,19358850
2021-02-24,3759,19358850
2021-02-25,4349,22397350
2021-02-26,3575,18411850
2021-02-27,3835,19750250
2021-02-28,2815,14497250
2021-03-01,4370,22505500
2021-03-02,4462,22978900
2021-03-03,3949,20337350
2021-03-04,4798,24709700
2021-03-05,3938,20280700
2021-03-06,3855,19853250
2021-03-07,3886,20012900
2021-03-08,5668,29190200
2021-03-09,5090,26213500
2021-03-10,3741,19266150
2021-03-11,4473,23035950
2021-03-12,3715,19132250
2021-03-13,2860,14729000
2021-03-14,3838,19765700
2021-03-15,5018,25842700
2021-03-16,2464,12690408
2021-03-17,5192,26738800
2021-03-18,4436,22844400
2021-03-19,3362,17314300
2021-03-20,4396,22639400
2021-03-21,3329,17144350
2021-03-22,5006,25780900
2021-03-23,4139,21315850
2021-03-24,4993,25713950
2021-03-25,4903,25250450
2021-03-26,4896,25214400
2021-03-27,3933,20254950
2021-03-28,3499,18019850
2021-03-29,5213,26846950
2021-03-30,4092,21073800
2021-03-31,4207,21667050
2021-04-01,2757,14198550
2021-04-02,3950,20342500
2021-04-03,5644,29066600
2021-04-04,4410,22711500
2021-04-05,4912,25296800
2021-04-06,5193,26743950
2021-04-07,5234,26955100
2021-04-08,4237,21820550
2021-04-09,5675,29226250
2021-04-10,4289,22088350
2021-04-11,2469,12715350
2021-04-12,4960,25544000
2021-04-13,5294,27264100
2021-04-14,2732,14069800
2021-04-15,5418,27902700
2021-04-16,5511,28381650
2021-04-17,4327,22284050
2021-04-18,4856,25008400
2021-04-19,5280,27192000
2021-04-20,4663,24014450
2021-04-21,5125,26393750
2021-04-22,5203,26795450
2021-04-23,4855,25003250
2021-04-24,4127,21254050
2021-04-25,4363,22469450
2021-04-26,4704,24225600
2021-04-27,4554,23453100
2021-04-28,4783,24632450
2021-04-29,4117,21202550
2021-04-30,5028,25896150
2021-05-01,4200,21630000
2021-05-02,2596,13370400
2021-05-03,5067,26095050
2021-05-04,5700,29355000
2021-05-05,4493,23138950
2021-05-06,4805,24745750
2021-05-07,3161,16279150
2021-05-08,3966,20425300
2021-05-09,2558,13173780
2021-05-10,3387,17443050
2021-05-11,2842,14636300
2021-05-12,1176,6056400
2021-05-13,607,3126050
2021-05-14,939,4835850
2021-05-15,1224,6303600
2021-05-16,1676,8631400
2021-05-17,3903,20100450
2021-05-18,5359,27598850
2021-05-19,5708,29396200
2021-05-20,5747,29597050
2021-05-21,5926,30518900
2021-05-22,5578,28726700
2021-05-23,4517,23262550
2021-05-24,5772,29725800
2021-05-25,4247,21871950
2021-05-26,4779,24611850
2021-05-27,5977,30781550
2021-05-28,5172,26635800
2021-05-29,5224,26903600
2021-05-30,6109,31461350
2021-05-31,5662,29159300
2021-06-01,6193,31864900
2021-06-02,5903,30400450
2021-06-03,6036,31085400
2021-06-04,5975,30771250
2021-06-05,5981,30802150
2021-06-06,5023,25868450
2021-06-07,4855,25003250
2021-06-08,5705,29380750
2021-06-09,5972,30755800
2021-06-10,5696,29334400
2021-06-11,5502,28335300
2021-06-12,5361,27609150
2021-06-13,5291,27248650
2021-06-14,6085,31337750
2021-06-15,5259,27083850
2021-06-16,5561,28639150
2021-06-17,6565,33809750
2021-06-18,5489,28268350
2021-06-19,6756,34793400
2021-06-20,5661,29154150
2021-06-21,6414,33032100
2021-06-22,5048,25997200
2021-06-23,5618,28932700
2021-06-24,6800,35020000
2021-06-25,7218,37172700
2021-06-26,6735,34685250
2021-06-27,7011,36106650
2021-06-28,7297,37579550
2021-06-29,7161,36879150
2021-06-30,8565,44109750
2021-07-01,7956,40973400
2021-07-02,7764,39984600
2021-07-03,7480,38522000
2021-07-04,4639,23890850
2021-07-05,6915,35612250
2021-07-06,10622,54703750
2021-07-07,5827,30009050
2021-07-08,7392,38068800
2021-07-09,8738,45000700
2021-07-10,6953,35807950
2021-07-11,7198,37069700
2021-07-12,6015,30977250
2021-07-13,5467,28155050
2021-07-14,5193,26743950
2021-07-15,6988,35988200
2021-07-16,8796,45299400
2021-07-17,8411,43316650
2021-07-18,7495,38599250
2021-07-19,8446,43496900
2021-07-20,3195,16454250
2021-07-21,7372,37965800
2021-07-22,6581,33898150
2021-07-23,7698,39644700
2021-07-24,7051,36312650
2021-07-25,5989,30843350
2021-07-26,5496,28304400
2021-07-27,6165,31749750
2021-07-28,5975,30771250
2021-07-29,5194,26604900
2021-07-30,5848,30117200
2021-07-31,6137,31437200
2021-08-01,5014,25821200
2021-08-02,7441,38321150
2021-08-03,5555,28608250
2021-08-04,3600,18540000
2021-08-05,3176,16356400
2021-08-06,4119,21212850
2021-08-07,3550,18282500
2021-08-08,2924,15058600
2021-08-09,3786,19497900
2021-08-10,3448,17757200
2021-08-11,2283,11757450
2021-08-12,4331,22304650
2021-08-13,4456,22948400
2021-08-14,3443,17731450
2021-08-15,1359,6998850
2021-08-16,3028,15594200
2021-08-17,1493,7688950
2021-08-18,3506,18055650
2021-08-19,3366,17334900
2021-08-20,3872,19940800
2021-08-21,4303,22160450
2021-08-22,3988,20538200
2021-08-23,5313,27361950
2021-08-24,3767,19400050
2021-08-25,3043,15671450
2021-08-26,4087,21048050
2021-08-27,4090,21063500
2021-08-28,2645,13621750
2021-08-29,4641,23901150
2021-08-30,5940,30591000
2021-08-31,5981,30802150
2021-09-01,7178,36966650
2021-09-02,9183,47292450
2021-09-04,160,824000
2021-09-05,5233,26949950
2021-09-06,6897,35519550
2021-09-07,7963,41009450
2021-09-08,6105,31440750
2021-09-09,6736,34690400
2021-09-10,6408,33001200
2021-09-11,6912,35596800
2021-09-12,2459,12663850
2021-09-13,6682,34417300
2021-09-14,5158,26563700
2021-09-15,5976,30776400
2021-09-16,4798,24709700
2021-09-17,5887,30318050
2021-09-18,4479,23066850
2021-09-19,5304,27315600
2021-09-20,6027,30539050
2021-09-21,6375,32831250
2021-09-22,6200,31930000
2021-09-23,7182,36987300
2021-09-24,5968,30735200
