Tanggal,qty,Jumlah
2019-01-13,18457,119047650
2019-01-14,14394,92841300
2019-01-15,16146,104141700
2019-01-16,13758,88739100
2019-01-17,17492,112823400
2019-01-18,22946,148001700
2019-01-19,22960,148092000
2019-01-20,20813,134243850
2019-01-21,21888,141177600
2019-01-22,22776,146905200
2019-01-23,22722,146556900
2019-01-24,23831,153709950
2019-01-25,22666,146195700
2019-01-26,20729,133702050
2019-01-27,21429,138217000
2019-01-28,20288,130857600
2019-01-29,23646,152516700
2019-01-30,22466,144905700
2019-01-31,23112,149072400
2019-02-01,21486,138584700
2019-02-02,22737,146653650
2019-02-03,22499,145118550
2019-02-04,20216,130393200
2019-02-05,20011,129070950
2019-02-06,20956,135166200
2019-02-07,21831,140809950
2019-02-08,21640,139578000
2019-02-09,20109,129703050
2019-02-10,21581,139197450
2019-02-11,22468,144918600
2019-02-12,20359,131315550
2019-02-13,22746,146711700
2019-02-14,20136,129877200
2019-02-15,21506,138713700
2019-02-16,21128,136275600
2019-02-17,18911,121975950
2019-02-18,13490,87010500
2019-02-19,16367,105567150
2019-02-20,19623,126568350
2019-02-21,18587,119886150
2019-02-22,19158,123569100
2019-02-23,16690,107650500
2019-02-24,19388,125052600
2019-02-25,15616,100723200
2019-02-26,13255,85494750
2019-02-27,19874,128187300
2019-02-28,10760,69402000
2019-03-01,22428,144660600
2019-03-02,14337,92473650
2019-03-03,21288,137307600
2019-03-04,23584,152117600
2019-03-05,17505,112907250
2019-03-06,15921,102690450
2019-03-07,14683,94705350
2019-03-08,19375,124968750
2019-03-09,14177,91441650
2019-03-10,20488,132147600
2019-03-11,18352,118370400
2019-03-12,14439,93131550
2019-03-13,20824,134314800
2019-03-14,19973,128825850
2019-03-15,15889,102484050
2019-03-17,22005,141932250
2019-03-18,21624,139474800
2019-03-19,19563,126181350
2019-03-20,8779,56624550
2019-03-21,16641,107334450
2019-03-22,18249,117706050
2019-03-23,19253,124181850
2019-03-24,18925,122066250
2019-03-25,21175,136578750
2019-03-26,20464,112642800
2019-03-27,21684,129096750
2019-03-28,19367,138326700
2019-03-29,19833,127922850
2019-03-30,15882,102438900
2019-03-31,20910,134869500
2019-04-01,20512,132302350
2019-04-02,14817,95569650
2019-04-03,15969,103000050
2019-04-04,17054,109998300
2019-04-05,22406,144518700
2019-04-06,18188,117312600
2019-04-07,16605,107102250
2019-04-08,16527,106599150
2019-04-09,15767,101697150
2019-04-10,18360,118422000
2019-04-11,17680,114036000
2019-04-12,14963,96511350
2019-04-13,22095,142512750
2019-04-14,14358,92609100
2019-04-15,23875,153993750
2019-04-16,21422,138171900
2019-04-17,18817,121369650
2019-04-18,16482,106308900
2019-04-19,17375,112068750
2019-04-20,19692,127013400
2019-04-21,20881,134682450
2019-04-22,13401,86436450
2019-04-23,12319,79457550
2019-04-24,12924,83359800
2019-04-25,19894,128316300
2019-04-26,15560,100362000
2019-04-27,22210,143254500
2019-04-28,23322,150426900
2019-04-29,12924,83359800
2019-04-30,23719,152987550
2019-05-01,18323,118183350
2019-05-02,25190,162475500
2019-05-03,25870,166861500
2019-05-04,17433,112441850
2019-05-05,19255,124194750
2019-05-06,21304,137410800
2019-05-07,22146,142841700
2019-05-08,21059,135830550
2019-05-09,19442,125400900
2019-05-10,19866,128135700
2019-05-11,21370,137836500
2019-05-12,20835,134372850
2019-05-13,16545,106715250
2019-05-14,15763,101671350
2019-05-15,18177,117241650
2019-05-16,20511,132295950
2019-05-17,20296,130909200
2019-05-18,21751,140293950
2019-05-19,21055,135804750
2019-05-20,16241,104754450
2019-05-21,17873,115274400
2019-05-22,16910,109069500
2019-05-23,21030,135644500
2019-05-24,20093,129599850
2019-05-25,21345,137675250
2019-05-26,22775,146898750
2019-05-27,21939,141506550
2019-05-28,22319,143957550
2019-05-29,21424,138184800
2019-05-30,22113,142628850
2019-05-31,20451,131908950
2019-06-01,21056,135811200
2019-06-02,21404,138055800
2019-06-03,22148,142854600
2019-06-04,18698,120602100
2019-06-05,15088,97317600
2019-06-06,18330,118228500
2019-06-07,16206,104528700
2019-06-08,17321,111720450
2019-06-09,19026,122717700
2019-06-10,19812,127787400
2019-06-11,18062,116499900
2019-06-12,15691,101206900
2019-06-13,19272,124304400
2019-06-14,18329,118222050
2019-06-15,20532,132431400
2019-06-16,21784,140506800
2019-06-17,21312,137460400
2019-06-18,20803,134179350
2019-06-19,20060,129387000
2019-06-20,17733,114377850
2019-06-21,20394,131541300
2019-06-22,20559,132605550
2019-06-23,20624,133024800
2019-06-24,20843,134437350
2019-06-25,20244,130573800
2019-06-26,13784,88906800
2019-06-27,19407,125175150
2019-06-28,18089,116674050
2019-06-29,17369,112030050
2019-06-30,19507,125820150
2019-07-01,20729,133702050
2019-07-02,20691,133456950
2019-07-03,20615,132966750
2019-07-04,19421,125265450
2019-07-05,19901,128361450
2019-07-06,21200,136740000
2019-07-07,16992,109598400
2019-07-09,20129,129832050
2019-07-10,20593,132824850
2019-07-11,12683,81805350
2019-07-12,21238,136985100
2019-07-13,20502,132237900
2019-07-14,20001,129006450
2019-07-15,19091,123136950
2019-07-16,18274,117867300
2019-07-17,18732,120821500
2019-07-18,19862,128683950
2019-07-19,21280,137256000
2019-07-20,20462,131979900
2019-07-21,20707,133560600
2019-07-22,20854,134508300
2019-07-23,10848,69969600
2019-07-24,20418,131696100
2019-07-25,19945,128645250
2019-07-26,20138,129890100
2019-07-27,21542,138945900
2019-07-28,20715,133611750
2019-07-29,20867,134592150
2019-07-30,10501,67731450
2019-07-31,19958,128729100
2019-08-01,20667,133302150
2019-08-02,19842,127980900
2019-08-03,19329,124672050
2019-08-04,20028,129180600
2019-08-05,21510,138739500
2019-08-06,14045,90590250
2019-08-07,20273,130760850
2019-08-08,21027,135624150
2019-08-09,20137,129883650
2019-08-10,22717,146524650
2019-08-11,16855,108714750
2019-08-12,20195,130257750
2019-08-13,20371,131392950
2019-08-14,19855,128064750
2019-08-15,19456,125491200
2019-08-16,18277,117886630
2019-08-17,21458,138403600
2019-08-18,19797,127690650
2019-08-19,18214,117480300
2019-08-20,20041,129264450
2019-08-21,20001,129006450
2019-08-22,20930,134998500
2019-08-23,20100,129645000
2019-08-24,21328,137565600
2019-08-25,20741,133779450
2019-08-26,19487,125691150
2019-08-27,14064,90712800
2019-08-28,20982,135333900
2019-08-29,19374,124962300
2019-08-30,20756,133876200
2019-08-31,21509,138733050
2019-09-01,21437,138268650
2019-09-02,21402,138042900
2019-09-03,12430,80173500
2019-09-04,21961,141648450
2019-09-05,20806,134198700
2019-09-06,20929,134992500
2019-09-07,21453,138371850
2019-09-08,20332,131141400
2019-09-09,21022,135591900
2019-09-10,19920,128484000
2019-09-11,22137,142783650
2019-09-12,19015,122646750
2019-09-13,19239,124091550
2019-09-14,20418,131696100
2019-09-15,19615,126516750
2019-09-16,20611,132941950
2019-09-17,19116,123298200
2019-09-18,20643,133147350
2019-09-19,20690,133450500
2019-09-20,20297,130915650
2019-09-21,22122,142686900
2019-09-22,15860,102297000
2019-09-23,15875,102393750
2019-09-24,15871,102367950
2019-09-25,15867,102342150
2019-09-26,15862,102309900
2019-09-27,15865,102329250
2019-09-28,15798,101897100
2019-09-29,15847,102213150
2019-09-30,15843,102187350
2019-10-01,15817,102019650
2019-10-02,15880,102426000
2019-10-03,15829,102097050
2019-10-04,15856,102271200
2019-10-05,15861,102303450
2019-10-06,15810,101974500
2019-10-07,15804,101935800
2019-10-08,15767,101697150
2019-10-09,15889,102484050
2019-10-10,15849,102226050
2019-10-11,15826,102077700
2019-10-12,15742,101535900
2019-10-13,15888,102477600
2019-10-14,15815,102006750
2019-10-15,15845,102200250
2019-10-16,15870,102361500
2019-10-17,10920,70434000
2019-10-18,27556,177736200
2019-10-19,24619,158792530
2019-10-20,24176,155935200
2019-10-21,24127,155619150
2019-10-22,25084,161791800
2019-10-23,24616,158773200
2019-10-24,21144,136378800
2019-10-25,24356,157096200
2019-10-26,21751,140293950
2019-10-27,24816,160063200
2019-10-28,24953,160946850
2019-10-29,19197,123820650
2019-10-30,25243,162817350
2019-10-31,20945,135095250
2019-11-01,24048,155109600
2019-11-02,24427,157554150
2019-11-03,24735,159540750
2019-11-04,18804,121285800
2019-11-05,19696,127039200
2019-11-06,21579,139184550
2019-11-07,24552,158360400
2019-11-08,24083,155335350
2019-11-09,24512,158102400
2019-11-10,24952,160940400
2019-11-11,18056,116461200
2019-11-12,27644,178303800
2019-11-13,23489,151504050
2019-11-14,13210,85204500
2019-11-15,7897,50935650
2019-11-16,15806,101948700
2019-11-17,15863,102316350
2019-11-18,27707,178710150
2019-11-19,26523,171073350
2019-11-20,14013,90383850
2019-11-21,25191,162481950
2019-11-22,24330,156928500
2019-11-23,22917,147801750
2019-11-24,24850,160282500
2019-11-25,26840,173118000
2019-11-26,25720,165894000
2019-11-27,19405,125162250
2019-11-28,18061,116493450
2019-11-29,26787,172776150
2019-11-30,25093,161849850
2019-12-01,19782,127593900
2019-12-02,21040,135708000
2019-12-03,15861,102303450
2019-12-04,15850,102232500
2019-12-05,15788,101832600
2019-12-06,15884,102451800
2019-12-07,15826,102077700
2019-12-08,15887,102471150
2019-12-09,15877,102406650
2019-12-10,15847,102213150
2019-12-11,15850,102232500
2019-12-12,15866,102335700
2019-12-13,15871,102367950
2019-12-14,15821,102045450
2019-12-15,15820,102039000
2019-12-16,15859,102290550
2019-12-17,8537,55063650
2019-12-18,23070,148801500
2019-12-19,15869,102355050
2019-12-20,15825,102071250
2019-12-21,15846,102206700
2019-12-22,15863,102316350
2019-12-23,15740,101523000
2019-12-24,15862,102309900
2019-12-25,15829,102097050
2019-12-26,15827,102084150
2019-12-27,15916,102658200
2019-12-28,15880,102434000
2019-12-29,15860,102297000
2019-12-30,15901,102561450
2019-12-31,15874,102387300
2020-01-01,15827,102084150
2020-01-02,15860,102297000
2020-01-03,15841,102174450
2020-01-04,15858,102284100
2020-01-05,15812,101987400
2020-01-06,15902,102567900
2020-01-07,15851,102238900
2020-01-08,15838,102155100
2020-01-09,15829,102097050
2020-01-10,15870,102361500
2020-01-11,15750,101587500
2020-01-12,15853,102251850
2020-01-13,15895,102522750
2020-01-14,15860,102297000
2020-01-15,15913,102638850
2020-01-16,15830,102103500
2020-01-17,15834,102129300
2020-01-18,15875,102303750
2020-01-19,14909,96163050
2020-01-20,16766,108140700
2020-01-21,14273,92060850
2020-01-22,17407,112275150
2020-01-23,15840,102168000
2020-01-24,15863,102316350
2020-01-25,15814,102000300
2020-01-26,15841,102174450
2020-01-27,15960,102948450
2020-01-28,13825,89171250
2020-01-29,17834,115029300
2020-01-30,15854,102387300
2020-01-31,7936,51187200
2020-02-01,27922,180096900
2020-02-02,26322,169776900
2020-02-03,9028,58230600
2020-02-04,15869,102355050
2020-02-05,15891,102496950
2020-02-06,15813,101993850
2020-02-07,15891,102496950
2020-02-08,15854,102258300
2020-02-09,15826,102077700
2020-02-10,15815,102006750
2020-02-11,15833,102122850
2020-02-12,15926,102722700
2020-02-13,15849,103226050
2020-02-14,15311,98755950
2020-02-15,16365,105554250
2020-02-16,15836,102142200
2020-02-17,15797,101890650
2020-02-18,16001,103206450
2020-02-19,15758,101639100
2020-02-20,15892,102503400
2020-02-21,15850,102232500
2020-02-22,22160,142932000
2020-02-23,17543,113152350
2020-02-24,15919,102677550
2020-02-25,15900,102555000
2020-02-26,15878,102413100
2020-02-27,15868,102348600
2020-02-28,15946,102851700
2020-02-29,15840,102168000
2020-03-01,15886,102464700
2020-03-02,15904,102580800
2020-03-03,15860,102297000
2020-03-04,15913,102638850
2020-03-05,15844,102193800
2020-03-06,15874,102387300
2020-03-07,12725,82076250
2020-03-08,18936,122137200
2020-03-09,15830,102103500
2020-03-10,15834,102129300
2020-03-11,15865,102039000
2020-03-12,15806,101948700
2020-03-13,15890,102490500
2020-03-14,15861,102303450
2020-03-15,15883,102445350
2020-03-16,15844,102192810
2020-03-17,14103,90964350
2020-03-18,17562,113274900
2020-03-19,15900,102555000
2020-03-20,15846,102206900
2020-03-21,15882,102438900
2020-03-22,15889,108484050
2020-03-23,15927,102729150
2020-03-24,14452,93215400
2020-03-25,16822,108501900
2020-03-26,16315,105231750
2020-03-27,15834,102129300
2020-03-28,14051,90628950
2020-03-29,17687,114081150
2020-03-30,15874,102387300
2020-03-31,15889,102484050
2020-04-01,14685,94718250
2020-04-02,15797,101890650
2020-04-03,17060,110034000
2020-04-04,15815,102006750
2020-04-05,15859,102290550
2020-04-06,15908,102606600
2020-04-07,15869,102355050
2020-04-08,15859,102290555
2020-04-09,14934,96324300
2020-04-10,16517,106534650
2020-04-11,16154,104193300
2020-04-12,15885,102458250
2020-04-13,15823,102058350
2020-04-14,15845,102200250
2020-04-15,13402,86442900
2020-04-16,18227,117564150
2020-04-17,14531,93724950
2020-04-18,15810,101974502
2020-04-19,17246,111236700
2020-04-20,15776,101755200
2020-04-21,15850,102232500
2020-04-22,10616,68473200
2020-04-23,19343,124762350
2020-04-24,16564,106837800
2020-04-25,16914,109095300
2020-04-26,15845,102200250
2020-04-27,15859,102290550
2020-04-28,14557,93892650
2020-04-29,16699,107708550
2020-04-30,13959,90036000
2020-05-01,18282,117918900
2020-05-02,15873,102380850
2020-05-03,15838,102145100
2020-05-04,15743,101542350
2020-05-05,15904,102580800
2020-05-06,15908,102606600
2020-05-07,15851,102238950
2020-05-08,15854,102258300
2020-05-09,15904,102580800
2020-05-10,15747,101568150
2020-05-11,15938,102800100
2020-05-12,15896,102529200
2020-05-13,12035,77625750
2020-05-14,16717,107824650
2020-05-15,16982,109533900
2020-05-16,17796,114784200
2020-05-17,15840,102168000
2020-05-18,15911,102625950
2020-05-19,15809,101968050
2020-05-20,10693,68969850
2020-05-21,20643,133147350
2020-05-22,16278,104993100
2020-05-23,15882,102438900
2020-05-24,13966,90080700
2020-05-25,17717,114274650
2020-05-26,15846,102206700
2020-05-27,15881,102432450
2020-05-28,15890,102490500
2020-05-29,15895,102522750
2020-05-30,15874,102387300
2020-05-31,15841,102174450
2020-06-01,15896,102529200
2020-06-02,15889,102484050
2020-06-03,15769,101710050
2020-06-04,15846,102206700
2020-06-05,15883,102453618
2020-06-06,15830,102103500
2020-06-07,15882,102438900
2020-06-08,15892,102503400
2020-06-09,14537,93763650
2020-06-10,17276,111430200
2020-06-11,15906,102593700
2020-06-12,15881,102432450
2020-06-13,15895,102522750
2020-06-14,15866,102335700
2020-06-15,15809,101968050
2020-06-16,15931,102754950
2020-06-17,15893,102509858
2020-06-18,10603,68402250
2020-06-19,21141,136359450
2020-06-20,15906,102593700
2020-06-21,15853,102251850
2020-06-22,15921,102690450
2020-06-23,15839,102161550
2020-06-24,14287,92151150
2020-06-25,17516,112978200
2020-06-26,15871,102367950
2020-06-27,15884,102451800
2020-06-28,15847,102213150
2020-06-29,15897,102535650
2020-06-30,15939,102806550
2020-07-01,15866,102335700
2020-07-02,15876,102400200
2020-07-03,15885,102458250
2020-07-04,15896,102529200
2020-07-05,15871,102367950
2020-07-06,12304,79360800
2020-07-07,16740,107973000
2020-07-08,18526,119492700
2020-07-09,13114,84585300
2020-07-10,18583,119861350
2020-07-11,15848,102219600
2020-07-12,15884,102451800
2020-07-13,15867,102342150
2020-07-14,15870,102361500
2020-07-15,15865,102329250
2020-07-16,15887,102471150
2020-07-17,15863,102316350
2020-07-18,15871,102335700
2020-07-19,15944,102838800
2020-07-20,15900,102555000
2020-07-21,15881,102432450
2020-07-22,15877,102406650
2020-07-23,15528,100155600
2020-07-24,14999,96743550
2020-07-25,16359,105515550
2020-07-26,16587,106986150
2020-07-27,15875,102390750
2020-07-28,15951,102883950
2020-07-29,15902,102567900
2020-07-30,15901,102561450
2020-07-31,14740,95073000
2020-08-01,16458,106154100
2020-08-02,16302,105147900
2020-08-03,16057,103567650
2020-08-04,15919,102677150
2020-08-05,15903,102574350
2020-08-06,15952,102890400
2020-08-07,15838,102155100
2020-08-08,15898,102542100
2020-08-09,15908,102606600
2020-08-10,15893,102509850
2020-08-11,15823,102058350
2020-08-12,15880,102426000
2020-08-13,15875,102393750
2020-08-14,15882,102438900
2020-08-15,13771,88822950
2020-08-16,18090,116680500
2020-08-17,15848,102219600
2020-08-18,15857,102277650
2020-08-19,15860,102297000
2020-08-20,15869,102355050
2020-08-21,15910,102619500
2020-08-22,15843,102187350
2020-08-23,15919,102677550
2020-08-24,15845,102200250
2020-08-25,15869,102355050
2020-08-26,15890,102490500
2020-08-27,15868,102348600
2020-08-28,15866,102335700
2020-08-29,15883,102445350
2020-08-30,15891,102496950
2020-08-31,15883,102445350
2020-09-01,15871,102367950
2020-09-02,15926,102722700
2020-09-03,15881,102432450
2020-09-04,15874,102387300
2020-09-05,15838,102155100
2020-09-06,15907,102600150
2020-09-07,15884,102451800
2020-09-08,15842,102180900
2020-09-09,15875,102393750
2020-09-10,15877,102406650
2020-09-11,15896,102529200
2020-09-12,10098,65132100
2020-09-13,20127,129819150
2020-09-14,17457,112597650
2020-09-15,15874,102387300
2020-09-16,15727,101439150
2020-09-17,15837,102148650
2020-09-18,15380,99201000
2020-09-19,16387,105696150
2020-09-20,15908,102606600
2020-09-21,15884,102451800
2020-09-22,15900,102555000
2020-09-23,15862,102309900
2020-09-24,15904,102580800
2020-09-25,15867,102342150
2020-09-26,15856,102271200
2020-09-27,15889,102484050
2020-09-28,15853,102251850
2020-09-29,15911,102626950
2020-09-30,15885,102458250
2020-10-01,15888,102477600
2020-10-02,15894,102516300
2020-10-03,15911,102625950
2020-10-04,7959,51335550
2020-10-05,15891,102496950
2020-10-06,15878,102413100
2020-10-07,15875,102393750
2020-10-08,15886,102464700
2020-10-09,15874,102387300
2020-10-10,15827,102084150
2020-10-11,7925,51116250
2020-10-12,15869,102342150
2020-10-13,15873,102380856
2020-10-14,15894,102516300
2020-10-15,5959,38435550
2020-10-16,20184,130186800
2020-10-17,20835,134385750
2020-10-18,8593,55424850
2020-10-19,15864,102329250
2020-10-20,15864,102322800
2020-10-21,15866,102335700
2020-10-22,6256,40351200
2020-10-23,21647,139623150
2020-10-24,19723,127213350
2020-10-25,7908,51006600
2020-10-26,15847,102213150
2020-10-27,15876,102400250
2020-10-28,15839,102161550
2020-10-29,15797,101890650
2020-10-30,15867,102342150
2020-10-31,15895,102522750
2020-11-01,7929,51142850
2020-11-02,15856,102271200
2020-11-03,14146,91241700
2020-11-04,9233,59552850
2020-11-05,16279,104999550
2020-11-06,7937,51200100
2020-11-07,15864,102322800
2020-11-08,7961,51348450
2020-11-09,15847,102213150
2020-11-10,15884,102451800
2020-11-11,7964,51367800
2020-11-12,15897,102535650
2020-11-13,7868,50748600
2020-11-14,15830,102103505
2020-11-15,7924,51109800
2020-11-16,15864,102322800
2020-11-17,15839,102161550
2020-11-18,7951,51283950
2020-11-19,15843,102187350
2020-11-20,7957,51322650
2020-11-21,23995,153477750
2020-11-22,15882,102438900
2020-11-23,15901,102561450
2020-11-24,15899,102548550
2020-11-25,7968,51393600
2020-11-26,15876,102400200
2020-11-27,7954,51303300
2020-11-28,15887,102471150
2020-11-29,7911,51025950
2020-11-30,15892,102503400
2020-12-01,15875,102393750
2020-12-02,7957,51322650
2020-12-03,15840,102168000
2020-12-04,7938,51200100
2020-12-05,15856,102271200
2020-12-06,7925,51116250
2020-12-07,15897,102535650
2020-12-08,11887,76671150
2020-12-09,11878,76613100
2020-12-10,15880,102426000
2020-12-11,7882,50838900
2020-12-12,15860,102297000
2020-12-13,7936,51187200
2020-12-14,15897,102535650
2020-12-15,12522,80766900
2020-12-16,11250,72562500
2020-12-17,15877,102406650
2020-12-18,7948,51264600
2020-12-19,15823,102058350
2020-12-20,7934,51174300
2020-12-21,15862,102309900
2020-12-22,15851,102238950
2020-12-23,7972,51419400
2020-12-24,15868,102348600
2020-12-25,7915,51051756
2020-12-26,15866,102335700
2020-12-27,7958,51329100
2020-12-28,15873,102380850
2020-12-29,15841,102174450
2020-12-30,7933,51167850
2020-12-31,15866,102335700
2021-01-01,7954,51303300
2021-01-02,15857,102277650
2021-01-03,7936,51187200
2021-01-04,15823,102058350
2021-01-05,14191,91531956
2021-01-06,9615,62016750
2021-01-07,15865,102329250
2021-01-08,7924,51109800
2021-01-09,9440,60888000
2021-01-10,14414,92970300
2021-01-11,15852,102245400
2021-01-12,15880,102426000
2021-01-13,7934,51174300
2021-01-14,15829,102097250
2021-01-15,7940,51213000
2021-01-16,15867,102342150
2021-01-17,7879,50819550
2021-01-18,15894,102516300
2021-01-19,15862,102309900
2021-01-20,7849,50626050
2021-01-21,15905,102587250
2021-01-22,7936,51181200
2021-01-23,15867,102342150
2021-01-24,7917,51064658
2021-01-25,11006,70988700
2021-01-26,16452,106115400
2021-01-27,12239,78941550
2021-01-28,15858,102284100
2021-01-29,7952,51290400
2021-01-30,15887,102471150
2021-01-31,7981,51477450
2021-02-01,7936,51187200
2021-02-02,15886,102464700
2021-02-03,7962,51354900
2021-02-04,7915,51051750
2021-02-05,7980,51471000
2021-02-06,7940,51213000
2021-02-07,7956,51316200
2021-02-08,7893,50909850
2021-02-09,7950,51277500
2021-02-10,7969,51400050
2021-02-11,7941,51219450
2021-02-12,7898,50942100
2021-02-13,7949,51271050
2021-02-14,7938,51200100
2021-02-15,7914,51045300
2021-02-16,7929,51142050
2021-02-17,7914,51045300
2021-02-18,7962,51354900
2021-02-19,7937,51193650
2021-02-20,7930,51148500
2021-02-21,7924,51129150
2021-02-22,7962,51354900
2021-02-23,7946,51251700
2021-02-24,7922,51096900
2021-02-25,7937,51193650
2021-02-26,7919,51077550
2021-02-27,7915,51051750
2021-02-28,7965,51274250
2021-03-01,7912,51032400
2021-03-02,7911,51025950
2021-03-03,7955,51309750
2021-03-04,7963,51361350
2021-03-05,7955,51309756
2021-03-06,7961,51348450
2021-03-07,7926,51122700
2021-03-08,7901,50961450
2021-03-09,7041,45414450
2021-03-10,7651,49348950
2021-03-11,9099,58688550
2021-03-12,7944,51238800
2021-03-13,7920,51084000
2021-03-14,7952,51290400
2021-03-15,7898,50942100
2021-03-16,7912,51032400
2021-03-17,8836,56992200
2021-03-18,15853,102255750
2021-03-19,7981,51477450
2021-03-20,7910,51019500
2021-03-21,6180,39861000
2021-03-22,6775,43698750
2021-03-23,6324,40789800
2021-03-24,7652,49355400
2021-03-25,4878,31464100
2021-03-26,9152,59030400
2021-03-27,7243,46717350
2021-03-28,8836,56992200
2021-03-29,9528,61455600
2021-03-30,7859,50690550
2021-03-31,8525,55018500
2021-04-01,7918,51071100
2021-04-02,8768,56553600
2021-04-03,4677,30166650
2021-04-04,9240,59598000
2021-04-05,7421,47865450
2021-04-06,10658,68744100
2021-04-07,11373,73355850
2021-04-08,3005,19382250
2021-04-09,9742,62835900
2021-04-10,9974,64332300
2021-04-11,8775,56598750
2021-04-12,3461,22323450
2021-04-13,7253,46781850
2021-04-14,8981,57927450
2021-04-15,7651,49348950
2021-04-16,8268,53328600
2021-04-17,7553,48716850
2021-04-18,7637,49258650
2021-04-19,7748,49974600
2021-04-20,7991,51541950
2021-04-21,7748,49974600
2021-04-22,7758,50039100
2021-04-23,8197,52870650
2021-04-24,7662,49419900
2021-04-25,8063,52006350
2021-04-26,6341,40899450
2021-04-27,8042,51870900
2021-04-28,6256,40351200
2021-04-29,6974,44982300
2021-04-30,6550,42247500
2021-05-01,7069,45595050
2021-05-02,7692,49613400
2021-05-03,7565,48794250
2021-05-04,7669,49465050
2021-05-05,6733,43427850
2021-05-06,7435,47955750
2021-05-07,8427,54354150
2021-05-08,9660,62307000
2021-05-09,9090,58630500
2021-05-10,8695,56082750
2021-05-11,7712,49742400
2021-05-12,7015,45246750
2021-05-13,4725,30476250
2021-05-14,7038,45395100
2021-05-15,6991,45091950
2021-05-16,7630,49213500
2021-05-17,7627,49194150
2021-05-18,7938,51200100
2021-05-19,9255,59694750
2021-05-20,9185,59243250
2021-05-21,7577,48871650
2021-05-22,9916,63958200
2021-05-23,7474,48207300
2021-05-24,9154,59043300
2021-05-25,9507,61320150
2021-05-26,8334,53754300
2021-05-27,7639,49271600
2021-05-28,8171,52702950
2021-05-29,8872,57224400
2021-05-30,8756,56476200
2021-05-31,7933,51297850
2021-06-01,8114,51754800
2021-06-02,7950,51277500
2021-06-03,7967,51387150
2021-06-04,7938,51200100
2021-06-05,7926,51122700
2021-06-06,7950,51277500
2021-06-07,7298,47072100
2021-06-08,1621,10455450
2021-06-09,9136,58927200
2021-06-10,9089,58624050
2021-06-11,9238,59585100
2021-06-12,5464,35242800
2021-06-13,9843,63487350
2021-06-14,7093,45749850
2021-06-15,9357,60352650
2021-06-16,6676,43060200
2021-06-17,9515,61371750
2021-06-18,9073,58520850
2021-06-19,9690,62500500
2021-06-20,7952,51290400
2021-06-21,7416,47833200
2021-06-22,8473,54618000
2021-06-23,7924,51109800
2021-06-24,7937,51193650
2021-06-25,7936,51187200
2021-06-26,4968,32043600
2021-06-27,10876,70150200
2021-06-28,3464,22342800
2021-06-29,9876,63700200
2021-06-30,8425,54341250
2021-07-01,9995,64467750
2021-07-02,3610,27616450
2021-07-03,4228,32367150
2021-07-04,4276,32711408
2021-07-05,9357,71581050
2021-07-06,4287,32795550
2021-07-07,3726,28511900
2021-07-08,3945,30179250
2021-07-09,4151,31755150
2021-07-10,3888,29743200
2021-07-11,3707,28358550
2021-07-12,5229,40001850
2021-07-13,4180,31977000
2021-07-14,4231,32367150
2021-07-15,5114,39122100
2021-07-16,4072,31150800
2021-07-17,4651,35580150
2021-07-18,4839,37018350
2021-07-19,4222,32298300
2021-07-20,2543,19453950
2021-07-21,3843,29398950
2021-07-22,4450,34042500
2021-07-23,3949,30209800
2021-07-24,4032,30844800
2021-07-25,4294,32849100
2021-07-26,4056,31036050
2021-07-27,3494,26729100
2021-07-28,4162,31839300
2021-07-29,3995,30561750
2021-07-30,4125,31556250
2021-07-31,4355,33315750
2021-08-01,3967,30347550
2021-08-02,4480,34272000
2021-08-03,4894,37439100
2021-08-04,3701,28312650
2021-08-05,3129,23936850
2021-08-06,2842,21741300
2021-08-07,3111,23799150
2021-08-08,2760,21114000
2021-08-09,3067,23462550
2021-08-10,3132,23959800
2021-08-11,3255,24900750
2021-08-12,2951,22575150
2021-08-13,1989,15215850
2021-08-14,2108,16126200
2021-08-15,565,4322250
2021-08-16,411,3144150
2021-08-17,1115,8529750
2021-09-08,4669,35717850
2021-09-09,10833,82872450
2021-09-10,11341,86758650
2021-09-11,12148,92932200
2021-09-12,11491,87906150
2021-09-13,12415,94974750
2021-09-14,9827,75176550
2021-09-15,9838,75260700
2021-09-16,11220,85833000
2021-09-17,10910,83461500
2021-09-18,12180,93177000
2021-09-19,11942,91356300
2021-09-20,11690,89428500
2021-09-21,10812,82711800
2021-09-22,10755,82275750
2021-09-23,11073,84708450
2021-09-24,11223,85855950
2021-09-25,12803,97942950
2021-09-26,11206,85725900
2021-09-27,13025,99641250
2021-09-28,7898,60419700
2021-09-29,10974,83951100
2021-09-30,11472,87760800
2021-10-01,12321,94270950
2021-10-02,13658,104483700
2021-10-03,13178,100811700
2021-10-04,9646,73791900
2021-10-05,6880,52631600
2021-10-06,12806,97965900
2021-10-07,8976,68666400
2021-10-08,13029,99671850
2021-10-09,13888,106243200
2021-10-10,12766,97659900
2021-10-11,10618,81227700
2021-10-12,9379,71749350
2021-10-13,12562,96099300
2021-10-14,5847,44729550
2021-10-15,12232,93574800
2021-10-16,14593,111636450
2021-10-17,12867,98432550
2021-10-18,7071,54093150
2021-10-19,11252,86077800
2021-10-20,10974,83951100
2021-10-21,9927,75941550
2021-10-22,12835,98187750
2021-10-23,13518,103412700
2021-10-24,12890,98608500
2021-10-25,12239,93628350
2021-10-26,11319,86590350
2021-10-27,12502,95640300
2021-10-28,12456,95288400
2021-10-29,11228,85894200
